City,Speaker,Sex,BirthYear,Age,BirthPlace,OldResidences,Residences,OldProfessions,Retired,Profession,OtherProfessions,MaritalStatus,OtherMaritalStatuses,NumChildren,Children,YearsEducation,LevelEducation,Education,Languages,OtherLanguages,FatherBirthYear,FatherBirthPlace,FatherProfession,FatherEducation,FatherLanguages,FatherOtherLanguages,MotherBirthYear,MotherBirthPlace,MotherProfession,MotherEducation,MotherLanguages,MotherOtherLanguages,SpouseBirthPlace,SpouseProfession,SpouseEducation,SpouseLanguages,SpouseOtherLanguages,Training,HousingType,OtherHousingTypes,Neighborhood,Hobbies,Notes,FormalInterviewer,InformalInterviewer,StudyDate,StudyDuration,StudySetting,StudyCity,Relationship,OtherRelationship,InformalNotes,StudyOrder,Topics,StudyQuality,OtherObservations,EnvironmentQuality
Chlef,acanm2,F,1975,33,El Asnam (aujourdâ€™hui Chlef),Elle a toujours vecu a  Chlef,Chlef,"Agent de bureau a  la daa¯ra, comptable, secretaire au departement de francais, Universite de Chlef",,"secretaire au departement de francais, Universite de Chlef",,celibataire,,,,,Bac + DEA (3 ans),,"arabe dialectal (langue maternelle), arabe classique",,1930,"Miliana, Aa¯n Defla",Concierge dans un CEM,"Aucune, mais avait appris seul a  lire et a  ecrire",arabe dialectal (langue maternelle),,1949,"Miliana, Aa¯n Defla",Femme au foyer,"4 annees de primaire, 1 annee dâ€™ecole dâ€™infirmiere. A repris, a  un age avance, le primaire (actuellement en 1re annee) pour apprendre a  lire et a  ecrire","arabe dialectal (langue maternelle), notions dâ€™arabe classique",,,,,,,"entourage familial, parents originaire dâ€™une ville (Miliana) traditionnellement francophone",maison (baraque) familiale,,Bonne integration,,,,,11/8/2008,,Bureau a  lâ€™universite,Chlef,Aucun,,Locuteurs presents : NM + l'enquetrice,glmt,"vie de lâ€™enquetee, sa famille, ses goa»ts, son apprentissage du francais, ses souvenirs du seisme de 1980",Bonne,,enquetrice tres enrhumee
Chlef,acazb1,F,1972,36,Alger,"Deux premieres annees a  Alger, puis El Asnam jusquâ€™en 1980, puis de nouveau Alger pendant 2 ans, et retour a  Chlef","Chlef, quartier Radar",Elle a ete chef du bureau de lâ€™informatique a  la wilaya avant de passer dans le secteur prive,,"Chef du departement commercial, grosse entreprise de telecoms recemment privatisee",,mariee,,2,"1 fille de 10 ans, au primaire, 1 fils de 18 mois",,"Bac + 2 licences (4 ans), informatique puis gestio",,"arabe dialectal (langue maternelle), arabe classique",,1934,Orleansville (aujourdâ€™hui Chlef),Directeur regional de la CNAS,niveau CEM,arabe dialectal (langue maternelle),,1938,Orleansville (aujourdâ€™hui Chlef),Femme au foyer,Niveau primaire,arabe dialectal (langue maternelle) (notions de francais),,,Ingenieur genie civil,diplome dâ€™ingenieur,"arabe dialectal (langue maternelle), arabe classique",,,maison individuelle (baraque),,Bonne integration,,,,,11/8/2010,,Bureau de lâ€™enquetee,Chlef,Aucun,,Locuteurs presents : ZB + les deux enquetrices + _ douzaine de collegues de ZB,glmt,"Carriere de lâ€™enquetee, conciliation avec la vie privee, structuration sociale de la ville de Chlef, pratique du francais dans la region, systemes de garde des enfants et taches menageres",Moyenne,,Plusieurs interruptions liees au travail de lâ€™enqu
Dijon,21abl1,M,1972,29,Dijon,"Fixin (18), Dijon (11)",Dijon (21),Travaux saisonniers,1,5,Intermittent du spectacle,Concubinage,,1,"Feminin, 2 ans.",20 et plus,Superieur4,"Jusqu' 25 ans, Bac+5, type Beaux-arts.","Anglais, espagnol, grec ancien",A fait deux annees de grec ancien au college.,1940,"Langres (Haute Marne, 52)",Professeur d'universite,Etudes de Chimie,"Allemand, anglais, espagnol, latin",Connait juste les notions de l'anglais et de l'espagnol.,1941,Deux-Sevres (79),Professeur d'universite,Etudes de pharmacologie,"Espagnol, anglais.",Ne connait que les rudiments de l'anglais,Chalon sur Saone (71),etudiant,"Etudiante aux Beaux-arts, 5e annee.",,,,Appartement,,Maison du type copropriete louee aux voisins.,"Cinema, musique.rnVoyages: Italie, Grece, Suede, Portugal, Espagne, USA.",,45,45,9/10/2001,,domicile du locuteur (maison),Dijon,Amical,,,,,,,
Dijon,21aml1,F,1977,24,Chenove (21),"Chenove (nc), Dijon (nc), Glasgow (1)",Saint Julien (21),"Soutien scolaire, garde d'enfant, cours d'alphabetisation aux Emmaa Â¼s, employee de banque, secretaire medicale, serveuse...",1,17,,Celibataire,a un compagnon mais ne vit pas avec lui,,,20 et plus,Superieur3,"Encore etudiante, niveau bac+4 (maitrise), type Hi","Anglais, allemand, Italien.","Bon niveau en Allemand, tres moyen en italien.",1945,Saint Julien (21),"Banquier, maire de la commune.",Comptabilite et gestion.,Allemand,,1950,Trades (69),Hotellerie/ Restauration,Certificat d'etudes.,Anglais,,Paris (75),Graphiste,Beaux-arts,Anglais,,,Appartement,,Tres connue car fille du maire.,"Cinema, lectures, musees.rnPiscine, saxophone, fla»te traversiere (Conservatoire), jardinage.rnVoyages: 10 mois en Ecosse; Tunisie, Allemagne, Angleterre (stage linguistique), Californie (USA), Montreal (Canada), Italie, Andalousie.",,45,45,9/7/2001,,maison (domicile d'un ami),Talant,Amical,,,,,,,
Dijon,21amb1,F,1974,27,Dijon,"Pr lon (2), Paris (2), Gisey sur Ouche (11), Dijon (nc), Angleterre (1)",Dijon,"Professeur (Ecole de tourisme pendant 2 ans), assistante de fabrication dans l'edition, vendeuse fast-food, travaux saisonniers.",1,4,traductrice free-lance,Concubinage,,,,20 et plus,Superieur3,"Jusqu' 23 ans, niveau bac+4 (maitrise), type Lett","Anglais, allemand","Maitrise tres bien l'anglais. A fait de l'allemand pendant 11 ans, mais il ne s'agit que d'une maitrise passive.",1946,Valence,Professeur de dessin,/,,,1947,Valence,Psychanalyste,/,,,Chalon sur S one,Illustrateur et intermittent du spectacle,Beaux-arts,,,,Appartement,,Installation recente.,"Lecture.rnPiscine, cinema, concerts.rnVoyages: Angleterre, Irlande, Allemagne, Italie, Hollande, Grece, Tchecoslovaquie.",,45,45,9/10/2001,,domicile du locuteur (maison),Dijon,Amical,,,,,,,
Dijon,21ama1,M,1975,26,Dijon,"Saint Seine l'Abbaye (20), Chanzy (8 mois)",Dijon,"Objecteur dans une association (2 ans), cantines (2 ans), animateur en centre aere.",1,5,Intermittent du spectacle,Concubinage,separe,,,20 et plus,Superieur2,"Jusqu' 21 ans, niveau bac+2 (DEUG), type Lettres","Anglais, allemand.",,1945,"Saint Claude (Jura, 39)","Chercheur  l'INRA, directeur de recherche.",Doctorat,Anglais,,1946,Dijon (21),"Chercheur au CNRS (agroalimentaire), ingenieur d'etudes",Bac+5: DEA,"Anglais, allemand",,Auxerre,etudiant dans un IUP,IUP gestion,,,,Appartement,,Installation recente,"Ecriture (paroles de chansons), concerts.rnMusique (rompette, guitare), velo, randonnees.rnVoyages: Maroc, Portugal, USA, Canada...",,45,45,9/9/2001,,domicile du locuteur (maison),Dijon,Amical,,,,,,,
Dijon,21acp1,F,1976,25,Auxerre (89),"Chassy (20), Dijon (5)",Dijon,"Pion, Animatrice de colonie de vacances, animatrice dans une maison de quartier, pion (actuellement)",1,17,,Celibataire,,,,20 et plus,Superieur3,"Etudiante en geographie (niveau bac+4, maitrise).","Anglais americain, allemand",Niveau mediocre en allemand.,1946,Souppes sur Loing (77),Ambulancier,CAP,,,1944,"Saint Tolquin (Pas de Calais, 42)",Auxiliaire puericultrice,Etudes d'aide soignante,,,,,,,,,Maison,Vit chez ses parents,,"Tourisme, geographie, natation.rnVoyages: USA (tous les etes pendant 5 ans, de la 6e  la terminale), Porto Rico, Norvege, la Reunion, Italie, Angleterre.",,45,45,9/8/2001,,domicile de la locutrice (maison),Dijon,Amical,,,,,,,
Dijon,21acl1,F,1976,25,Dijon (21),"Belleneuve (2,5), Dijon (9,5), Longvic (12), Dijon",Dijon,"Animatrice depuis l' ge de 16 ans, serveuse dans un fast-food, aide aux devoirs",1,11,pionne,Concubinage,,,,20 et plus,Superieur3,"Jusqu' 22 ans, niveau bac+3 (licence), type Histo","Anglais, allemand, espagnol.",,1949,Conflans Sainte Honorine (78),"Maitre ebeniste artisan, fonction publique, ouvrier ( 13 ans), eclusier pendant 6 mois",De 9  12 ans.,,,1954,Seurre (21),Secretaire,CAP ou BEP secretariat.,,,Paris (14e),Technicien reseau dans la fonction publique,BTS + formation reseau,"Anglais, allemand",Allemand passif,,,nc,/,"Concerts, lecture.rnNatation, guitare, athletisme, randonnees.rnVoyages: Allemagne, Suisse (3 fois), Espagne (3 fois), Angleterre (3 fois)",Une soeur de 15 ans en seconde SMS  Dijon,45,45,9/8/2001,,domicile de l'enquetee,Dijon,Amical,,"Presence de l'enquetee, de son compagnon et de l'enqueteur",,,,,
Dijon,21abm1,M,1970,31,Dijon (21),"Dijon (nc), Talant (nc), Paris (3), Talant (1)",Talant,"Interimaire (b timent, usine), assistant video-monteur, graphiste.",1,4,Graphiste liberal,Concubinage,,,,20 et plus,Superieur4,"Jusqu' 26 ans, niveau Bac+5, type Beaux-arts.","Anglais, Espagnol, Arabe.",Arabe et espagnol: notions de base.,1943,"Gannat (Allier, 03)",Directeur de fabrication,Etudes d'ingenieur.,Anglais,,1945,"Chapelle des Bois (Doubs, 25)",Infirmiere liberale,Bac+3,,,Dijon,etudiant,Arts deco (graphisme),,,,Maison,en colocation,"Bonne integration, mais plus sur Dijon.","Sorties, piscine, velo, concert.rnVoyages: Espagne, Suisse, Hollande, Allemagne, Angleterre, Maroc, la Reunion, Hongrie..",,45,45,9/6/2001,,domicile de l'enquete (maison),Dijon,Amical,,,,,,,
Dijon,21ash1,F,1915,86,Dijon,"Vitteaux (21), Alsace (nc), Dijon (nc), Espagne (1), Chenove (19)",Chenove (21),"Institutrice, institutrice en maternellen directrice de maternelle (pendant 3 ans), professeur d'education physique, retraite prise en 1970.",3,19,,Celibataire,,,,,,"Ecole normale d'institurice, type institueur.","Allemand, Esperanto",Connait juste les notions de base de ces deux langues.,0,Besancon (25),Commis des PTT,Certificat d'etudes,,Ne parlait pas le patois.,0,Grandville (Cotentin),"Couturiere, correctrice d'imprimerie",Certificat d'etudes,Patois de la Tille et de la Saone,Le grand-pere maternel de l'enquete etait originaire de la Saone.,,,,,,,Appartement,,/,"Promenades, television, vignes.rnVoyages: Espagne (1945-1946), Belgique, Suisse, Italie, Union Sovietique (1950-1955), Grece, Tchecoslovaquie, Hongrie.",,45,45,9/7/2001,,domicile de l'enquetee (appartement),Chenove,Amical,,,,,,L'enquetee n'a pas ose se devoiler. Beaucoup de pudeur.,
Domfrontais,61agr1,F,1928,74,StGilles-des-Marais (Orne),"St Gilles-des-Marais (1), StBrice (5), St Gilles-des-Marais (68)",St Gilles-des-Marais (La Ferardiere),1,,,,,veuve,3,"Trois filles de 50 ans, 46 ans et 44 ans. L'ainee a un CAP de comtabilite, la seconde, un diplome d'infirmiere et la troisieme, un CAP de coiffeuse.",moins de 14,CertificatEtudes,,dialecte,,0,St Gilles-des-Marais (Orne),Agriculteur,Ecole primaire jusqu' l' ge de 13 ans,dialecte,,0,St Gilles-des-Marais (Orne),Agricultrice,Ecole primaire jusqu' l' ge de 13 ans,dialecte,,St Gilles-des-Marais (Orne),,Certificat d'etudes,,,Parents,Maison,,Tres bonnes relations de voisinage,Lecture du journal,34,34,12/1/2002,50,,maison,St Brice en Passais (Orne),Professionnel,,La fille et la petite-fille de l'enquetee ont participe  l'entretien libre,"guide, libre, texte, liste de mots","enfance, scolarite, adolescence,rencontre avec son mari, sa vie d'adulte, le travail  la ferme, les loisirs.",Bon,"Quelques problemes pour la lecture. L'enquetee ayant da» emprunter les lunettes de sa fille, elle a parfois du mal  dechiffrer ce qui est ecrit.",Bon
Domfrontais,61adp1,F,1922,80,St Roch sur Egrenne,"St Roch sur Egrenne (nc), Domfront (nc)",Domfront,1,,,,,veuve,4,"Deux filles de 60 et 50 ans et deux fils de 56 et 53 ans.rnLa fille ainee a le certificat d'etudes, le premier des fils a un CAP, le second un BEP et la plus jeune a un CAP.",moins de 14,Primaire,,dialecte local,,0,St Roch sur Egrenne (Orne),Agriculteur,Certificat d'etudes,dialecte local,,0,St Roch sur Egrenne (Orne),"couturiere, agricultrice",certificat d'etudes,dialecte local,,St Roch sur Egrenne (Orne),,certificat d'etudes,,,Parents,Maison,,Bonnes relations de voisinage,Rend visite  ses amis.,34,34,11/28/2002,50,,maison,,Professionnel,"L'enregistrement s'est deroule sur deux jours. L'entretien libre le 28 novembre 2002 et les autres composantes de l'enquete le 29 novembre 2002. L'enquetee connaissait bien la famille paternelle de l'enqueteur, ce qui a donne  l'entretien","L'entretien libre a eu lieu au domicile d'un couple, amis de l'enquetee. Ces deux personnes et l'enqueteur ont participe  l'entretien libre.","libre, guide, texte, liste de mots","enfance, scolarite, anecdotes surla famille de l'enqueteur",Bon,Carillon au debut de la lecture du texte,Moyen
Domfrontais,61ahd1,M,1919,83,St Gilles-des-Marais (Orne),Allemagne (5),St Gilles-des-Marais (La Piochere),1,,,,Marie,,2,Un fils de 53 ans et une fille de 50 ans qui ont tous deux un BEP.,moins de 14,CertificatEtudes,,dialecte,,0,St Mars d'Egrenne (Orne),Agriculteur exploitant,Certificat d'etudes,dialecte,,0,St Mars d'Egrenne,Agricultrice,Certificat d'etudes,dialecte,,St Mars d'Egrenne (Orne),,Certificat d'etudes,dialecte,,Parents et grands-parents,Maison,,Bonnes relations de voisinage,"Lecture, television, belotte",34,34,11/28/2002,50,,maison,St Gilles-des-Marais (Orne),Professionnel,,La femme de l'enquete,"guide, texte, liste de mots, libre","Enfance, scolarite, vie professionnelle, deportation, famille, loisirs, politique",Bon,,Bon
Domfrontais,61ajb1,M,1932,70,Champsecret (Orne),"Champsecret (nc), Domfront (nc)",Domfront,2,,,Plombier,Marie,,2,Une fille de 44 ans qui a une maitrise LVE et un fils de 42 ans qui a un DUT.,moins de 14,CertificatEtudes,,,,0,St Georges de Rouelley (Orne),Facteur,Etudes primaires,,,0,Champsecret,Agricultrice,Etudes primaires,,,Domfront (Orne),,Etudes primaires,,,Parents,Maison,,Bonnes relations de voisinage.,"Voyages, jardinage, promenades",34,34,4/15/2003,50,,appartement,Domfront (Orne),Professionnel,,Le neveu de l'enquete,"guide, libre, texte, liste de mots","Enfance, scolarite, famille, vie professionnelle,loisirs",Bon,,Bon
Domfrontais,61asg1,F,1958,44,StGilles-des-Marais (Orne),"Domfront (4), St Mars d'Egrenne (4), St Brice (nc)","StGilles-des-Marais (nc),",,1,2,coiffeuse,Marie,,2,Deux filles de 19 et 16 ans. L'ainee en formation pour devenir assistante sociale et la plus jeune en formation pour le CAP d'esthetique.,18-20,SecondaireC,L'enquetee a passe un CAP de coiffure,,,1920,St Gilles-des-Marais (Orne),Agriculteur,Certificat d'etudes,,,1928,St Gilles-des-Marais (Orne),Agricultrice,Certificat d'etudes,,,St Brice de Landelles (Manche),,Certificat d'etudes,,,Parents,Maison,,relations de voisinage satisfaisantes,"Television, jardinage",34,34,12/1/2002,50,,maison,St Brice en Passais (Orne),Professionnel,,"La mere, la fille de l'enquetee et l'enqueteur","guide, texte, liste de mots , guide","Enfance, adolescence, famille, vie professionnelle, loisirs",Bon,,Bon
Domfrontais,61ajh1,F,1954,48,Domfront (Orne),Domfront (48),Domfront (Orne),,1,13,Employee de bureau et brocanteur,Marie,,1,Une fille de 17 ans en cours de scolarite.,18-20,SecondaireC,CAP d'employee de bureau,"anglais, espagnol, russe",Langues apprises a  l'ecole.,1919,Corlay (Cotes d d'Armor),Chiffonnier-brocanteur,Certificat d'etudes,Breton,,1920,Carhaix (Finistere),Femme au foyer,etudes primaires,Breton,,Nogent sur marne (Val-de-Marne),,Baccalaureat,,,Parents,Maison,,relations de voisinage correctes.,voyages,34,34,0000-00-00,,,,,,,,,,,,
Domfrontais,61adl1,M,1956,46,Ceauce (Orne),Alencon (4),Passe la Conception (La No Rousse),"Aide familiale, educateur technique, agriculteur",1,1,L'enquete possede et dirige egalement une petite fabrique de confitures artisanales,Marie,,3,"Une fille de 20 ans, etudiante, deux fils de 17 et 16 ans, lyceens.",16-18,SecondaireI,classes de 6e et 5e puis CAP agricole.,,,1926,Sept-Forges (Orne),Agriculteur,Certificat d'etudes,,,1926,Fresnes (Orne),Agricultrice,Certificat d'etudes et cours du soir,,,Gourbesville (Manche),,Diplome d'infirmiere,anglais,peut mener une conversation simple en anglais,Parents,Maison,,"Bonnes relations de voisinage, bonne integration.","secourisme, association humanitaire, elevage de chevaux",34,34,12/2/2002,50,,maison,,Professionnel,,L'enquete et sa femme,"guide, libre, texte, liste de mots","Enfance, scolarite, adolescence, famille, vie professionnelle",Bon,,Bon
Domfrontais,61abm1,M,1951,51,Ceauce (Orne),Ceauce (Montgaucher),,,1,1,Marie,,,3,"Deux fils de 18 et 15 ans et une fille de 12 ans, tous en cours de scolarite, lycee et college.",16-18,SecondaireC,Maison familiale d'apprentissage,,,1907,Ceauce (Orne),Agriculteur,Etudes primaires,,,1912,Torchamps (Orne),Agricultrice,Etudes primaires,,,Domfront (Orne),,Brevet,,,Parents,Maison,,Bonnes relations,Promenade,34,34,12/4/2002,50,,maison,Ceauce (Orne),Professionnel,,L'enquete et son fils,"guide, texte, liste de mots, libre","Enfance, scolarite, famille, vie professionnelle, loisirs",Bon,Quelques aboiements de chien derangent parfois pendant l'entretien guide,Bon
Domfrontais,61alh1,F,1986,16,Flers (Orne),Domfront (Orne),,,1,17,lyceenne,Celibataire,,,,,lyceeI,La locutrice est une jeune lyceenene en cours de scolarite.,"anglais, allemand",,1951,Nogent sur Marne (Val-de-Marne),Archiviste au Musee des arts forains de Paris,Baccalaureat,anglais,Peut mener une conversation simple,1954,Domfront (Orne),Brocanteur,CAP secretariat,,,,,,,,Parents,Maison,,Bonnes relations,"Danse, chant, the tre, voyages",34,34,1/25/2003,50,,Maison,Domfront (Orne),Professionnel,"L'enqueteur connaissant plusieurs amis de l'enquete, le style de la converstion guidee est devenu plus amical",La mere et le pere de l'enquete et l'enqueteur,"guide, texte, liste de mots, libre","Enfance, scolarite, loisirs, projets d'avenir,les copains",Bon,,Bon
Domfrontais,61acg1,F,1982,20,Domfront (Orne),"Domfront (1), St Mars d'Egrenne (4), St Brice (15)",St Brice,,1,17,Formation d'assistante de service social,Celibataire,,,,20 et plus,Superieur2,Suit une formation du superieur pour devenir assistante de service social,"anglais, espagnol",,1957,St Brice de Landelles (Manche),Conducteur de machines,Certificat d'etudes,,,1958,St Gilles-des-Marais (Orne),Coiffeuse,CAP de coiffure,,,,,,,,"nourrice, institutrice",Maison,,"Bonnes relations, bonne entraide, services mutuels","Television, musique, cinema, lectures, sorties entre amis.",34,34,12/1/2002,45,,maison,St Brice (Orne,Professionnel,,"L'enquetee, sa mere et sa grand-mere","guide, texte, liste de mots, libre","Enfance, scolarite, etudes, famille,loisirs, problemes sociaux",Bon,,Bon
Domfrontais,61acm1,M,1985,17,Domfront (Orne),Ceauce (Montgaucher),,,1,17,Lyceen en classe de terminale,Celibataire,,,,16-18,lyceeI,Lyceen en classe de terminale.,"anglais, espagnol",,1951,Ceauce (Orne),Agriculteur,Certificat d'etudes,,,1953,Domfront (Orne),Femme au foyer,Certificat d'etudes et brevet professionnel de commerce,,,,,,,,Parents,Maison,,Bonne integration et bonnes relations.,"Handball, the tre, voyages scolaires, TV, cinema, sorties entre amis.",34,34,12/2/2003,45,,maison,Ceauce (Orne),Professionnel,,L'enquete et son pere,"guide, libre, texte, liste de mots","Enfance, scolarite, the tre, loisirs, famille, amis",Bon,,Bon
Domfrontais,61ahl1,M,1983,20,Domfront (Orne),"Domfront (18), Caen (2)",Caen (Calvados),,1,17,Celibataire,,,,,20 et plus,Superieur2,Etudiant en cours de formation,anglais,,1947,Bolbec (Seine Maritime),Chef des travaux dans un lycee technologique,Baccalaureat,anglais,,1952,Bolbec (Seine Maritime),Infirmiere,Ecole d'infirmiere,,,,,,,,Parents,Appartement,,,"The tre, musique",34,34,7/30/2004,45,,maison,Ceauce,Professionnel,,L'enquete et un de ses amis,"guide, texte, liste de mots, libre","Enfance, scolarite,famille,the tre, loisirs, amis",Bon,,Bon
